iter	TotalF1	MultiClass
151	0.9981246336	0.0258556527
152	0.9981522819	0.02563868845
153	0.9982073565	0.02528035092
154	0.9982624367	0.02509901552
155	0.9982349357	0.02483548339
156	0.99815208	0.02456585947
157	0.99815208	0.02432452224
158	0.9982349461	0.02392390184
159	0.9982900923	0.02360240677
160	0.9982900923	0.02332654545
161	0.9983176816	0.02305571531
162	0.9983453518	0.02274698327
163	0.9983728603	0.02254136618
164	0.9983177233	0.02230896225
165	0.9982625644	0.02212140459
166	0.9982901537	0.02193771919
167	0.9982901537	0.02167494759
168	0.9983729238	0.02139075752
169	0.9984556919	0.02115040653
170	0.998483258	0.02092445356
171	0.9984281257	0.02077302909
172	0.998483258	0.02053720291
173	0.998510776	0.02040063465
174	0.998510776	0.02017997327
175	0.998510776	0.01992427612
176	0.998510776	0.01976629889
177	0.998510776	0.01966594167
178	0.9984832065	0.01948894792
179	0.998510776	0.01928593726
180	0.9985107561	0.01900179828
181	0.9985107561	0.01887371236
182	0.9985107396	0.01863960031
183	0.9985383601	0.01849639896
184	0.9985382851	0.01830185855
185	0.9985382851	0.01812101134
186	0.9985382851	0.0179321322
187	0.9985382851	0.01781823047
188	0.9985107158	0.01761208058
189	0.9985107158	0.01745056243
190	0.9985935322	0.01729208006
191	0.9985658712	0.01713041485
192	0.9985658712	0.01687755924
193	0.9986486126	0.01673465671
194	0.9986486126	0.01655205466
195	0.9985934405	0.01641528706
196	0.9985658544	0.01620562047
197	0.9986210785	0.01607205419
198	0.9986486646	0.01594481014
199	0.9986486646	0.01577439235
200	0.9986762852	0.01563126143
201	0.9987314506	0.01550633622
202	0.9987314506	0.0153234113
203	0.9987590298	0.01523319422
204	0.9987590298	0.01509462391
205	0.9987590298	0.01497056781
