,0
monthly_spend,0.2744864746420534
complaint_count,0.17729172060845586
device_brand,0.17088243260950983
pct_video_usage,0.13813093637104756
avg_data_usage_gb,0.13079500214395456
plan_type,0.041408852640443035
topup_freq,0.028904259774656934
travel_score,0.02748848977999859
avg_call_duration,0.007677890438762702
sms_freq,0.0029339409911176544
