,0
monthly_spend,0.26548746599130274
complaint_count,0.17786360952037328
device_brand,0.1714336471169638
pct_video_usage,0.13857650456020085
avg_data_usage_gb,0.13121690685108714
plan_type,0.03719608128617995
travel_score,0.027564791474714793
spend_per_topup,0.026355252169241235
topup_freq,0.014136986317849114
avg_call_duration,0.007225349723918109
sms_freq,0.0029434049881688525
data_per_spend,0.0
